company_name,job_title,location,salaries,description
Google,"Data Scientist, Engineering","San Bruno, CA","$92,000 - $136,000 a year (Indeed est.)","At Google, data scientists not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and..."
BlackRock,"Data Scientist, Aladdin Wealth Tech, Associate (Modeler)","New York, NY","$89,000 - $131,000 a year (Indeed est.)","Collaborate with other data scientists across the firm on best practices, code review, internal tools and process improvements...."
Facebook,"Data Scientist, SBG","Menlo Park, CA","$97,000 - $143,000 a year (Indeed est.)","Work within a dedicated pod of data scientists, marketers, and leadership team to drive strategy and execution to achieve revenue and product adoption goals...."
Vertexsoft International Inc,Data Scientist,"Manassas, VA","$103,000 - $151,000 a year (Indeed est.)","Creating models to discover insights and opportunities using statistical, algorithmic, mining, and visualization techniques...."
BBVA Compass,Data Specialist/Scientist - Commercial Analytics,"Houston, TX","$106,000 - $157,000 a year (Indeed est.)","Experience with Digital Analytics, Adobe Analytics Suite, Digital asset tagging. Proficient in SQL queries and in using Oracle SQL developer...."
General Electric,"Staff Data Scientist - Minden, NV","Minden, NV","$79,000 - $116,000 a year (Indeed est.)",We are looking for a Staff Data Scientist to support our data science efforts in the Analytic and Application Engineering group in High Performance Computing...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA","$91,000 - $135,000 a year (Indeed est.)","Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Decision Sciences,Data Scientist,"Poway, CA","$100,000 - $147,000 a year (Indeed est.)","Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Spotify,"Senior Data Scientist, Creator Marketplace","New York, NY",,The Creator Product Insights Team is a thriving insights community of 20+ Data Scientists and User Researchers who blend their skills to help us shape the...
Uber,"Sr Data Scientist, NLP - Customer Obsession","San Francisco, CA",,"To achieve these goals, our team is looking for data scientists with diverse experience in areas such as Natural Language Processing (NLP), Machine Learning,..."
Devoted Health,Data Scientist- Analytics,United States,,"We are looking for senior data scientists with experience in decision science, analytics, and/or business intelligence -- able to turn internal team members’..."
Apple,"Video Data Scientist, Apple Media Products Data Science","Santa Clara Valley, CA",,Dive deep into large-scale data to uncover trends and identify key insights that will propel the Apple TV business and marketing strategy....
Harvard University,Data Scientist / Engineer,"Boston, MA",,"An advanced degree in science or engineering - highly proficient in Python - programming experience in other languages (e.g., C, Java, MATLAB) - experience with..."
Walmart eCommerce,Data Scientist Intern,"San Bruno, CA",,"The @WalmartLabs Personalization team consists of platform, application engineers, scientists and product visionaries all working together to design, prototype..."
Facebook,"Data Scientist, AR/VR Camera","Menlo Park, CA",,"Use technologies and methods such as Dataswarm, Hive, Python, R, SQL to create deep scalable and repeatable insights that will empower the team while informing..."
black lantern security,Data Scientist,"Charleston, SC",,Integration of data from multiple data sources. Establish ETL data pipelines to ingest and correlate data. Build and tune machine learning models....
Apple,Health Sensing Data Scientist,"Santa Clara Valley, CA",,"Apple's Human Interface Devices team is looking for a Data Scientist with working knowledge of statistical signal processing, pattern recognition, and machine..."
National Renewable Energy Laboratory,Graduate Intern (Summer or 9 months) Solar Data Analysis and Visualization,"Golden, CO",,Experience with data analysis and visualization. Graduate Intern (Summer or 9 months) Solar Data Analysis and Visualization....
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
Boston Technology corporation,Data Scientist,"Manchester, NH",,"Organize and synthesize data into actionable business decisions, focused on insights. Maintains and communicates on a regular basis the progress against..."
ION Computer Systems,Data Scientist / Machine Learning $55/hr (T),"Bethpage, NY",$53 - $55 an hour,"Data Scientist / Machine Learning- $55/hr*. Ability to work on data schemas, large volumes of data and finding business insights from data processing is..."
IDEO,Data Scientist - IDEO Products,"San Francisco, CA",,"Dive into our products, performing exploratory data analyses, creating plots and interactive data visualizations, implementing various machine learning /..."
"Shaw Industries Group, Inc.",Data Scientist,"Dalton, GA",,"The data scientist is responsible for modeling complex business problems and discovering business insights through the use of statistical, algorithmic, mining,..."
IBM,Finance Data Scientist,"Rochester, MN",,"The Finance Data Scientist’s objective is to help deliver innovative analytics solutions based on deep Business Intelligence, Big Data and insight reporting..."
Conduent,"Data Scientist, Intern","Florham Park, NJ",,Data Analytics Intern. Establish a data pipe line for big data analytics in Azure environment. Use image/text mining AI technique to extract data from data...
Reputation.com,Data Scientist,"Chicago, IL",,"A strong background in machine learning, stochastic modeling, predictive analytics and experience building data products with these techniques...."
f5,Summer Internship - Data Scientist,"Seattle, WA",,"Data science professional to leverage new data technology infrastructure including a data lake to test hypothesis, share the results and help shape F5’s..."
